date,gwl,pr,tm
1988-10-16,192.95,0.3203451,9.459032
1988-10-23,192.95,0.0007993168,8.159848
1988-10-30,192.95,0.33713737,1.7735631
1988-11-06,192.95,0.00044716528,0.93279606
1988-11-13,192.95,8.827477,6.4186225
1988-11-20,192.97,0.68058467,-1.410584
1988-11-27,192.98,1.833734,2.7861474
1988-12-04,193.04,14.087765,2.940949
1988-12-11,193.05,8.997789,5.7791586
1988-12-18,193.11,33.781796,2.8721693
1988-12-25,193.13,0.4299051,5.2896523
1989-01-01,193.04,1.3474002,5.35216
1989-01-08,193.02,2.5077858,7.132787
1989-01-15,193.02,0.0271242,5.0875664
1989-01-22,193.01,0.021091107,2.9902616
1989-01-29,192.99,0.03155708,0.97014403
1989-02-05,192.98,0.7579262,2.0159094
1989-02-12,192.97,10.951469,2.4382265
1989-02-19,193.01,20.53472,8.927926
1989-02-26,193.02,3.833987,2.457576
1989-03-05,193.04,0.012549713,7.331776
1989-03-12,193.01,0.002878002,6.114773
1989-03-19,193.02,0.0,5.7935686
1989-03-26,193.02,0.0,5.1913443
1989-04-02,193.0,0.0,-0.23612867
1989-04-09,192.98,0.0018058983,7.143174
1989-04-16,192.97,2.9166696,7.178057
1989-04-23,192.96,2.8650198,4.1358423
1989-04-30,192.95,0.0,5.301648
1989-05-07,192.95,0.002878002,6.4611006
1989-05-14,192.94,0.15207581,9.470996
1989-05-21,192.94,0.0,15.693246
1989-05-28,192.94,0.0,14.887914
1989-06-04,192.94,7.007265,8.846995
1989-06-11,192.94,3.984091,11.359438
1989-06-18,192.92,0.0,18.219898
1989-06-25,192.93,0.0,18.570688
1989-07-02,192.94,15.342014,14.769468
1989-07-09,192.94,4.3043766,18.03875
1989-07-16,192.94,0.003779918,12.264635
1989-07-23,192.94,3.4740815,19.823448
1989-07-30,192.96,4.657365,17.129538
1989-08-06,192.95,0.23576114,18.38323
1989-08-13,192.94,0.0,17.467394
1989-08-20,192.94,0.0,21.295067
1989-08-27,192.96,21.164211,11.927732
1989-09-03,192.96,0.005101629,10.083712
1989-09-10,192.97,0.64152426,16.088032
1989-09-17,192.97,0.013745518,18.15284
1989-09-24,192.96,13.611262,13.513529
1989-10-01,192.97,2.4162047,10.6111555
1989-10-08,192.97,4.669184,7.487756
1989-10-15,192.97,0.31646195,6.5861874
1989-10-22,192.97,0.0,16.2731
1989-10-29,192.97,9.591968,9.805935
1989-11-05,192.97,0.16657275,5.9458556
1989-11-12,192.97,0.0019836419,4.9156985
1989-11-19,192.97,0.0,-1.7504474
1989-11-26,192.97,11.175658,1.0114167
1989-12-03,192.97,0.0,0.39335093
1989-12-10,192.97,0.2021085,-2.2739973
1989-12-17,193.04,3.5431733,9.253678
1989-12-24,193.07,2.126771,4.935342
1989-12-31,193.02,0.0070965034,-4.236162
1990-01-07,192.98,0.0,-1.7605225
1990-01-14,192.99,0.16611715,1.3930923
1990-01-21,192.98,2.2596953,7.1949716
1990-01-28,193.03,2.9039192,5.5240293
1990-02-04,193.03,0.0007993168,4.7158117
1990-02-11,193.02,3.9545822,2.5239697
1990-02-18,193.03,1.4926941,6.8062854
1990-02-25,193.05,9.188307,10.502754
1990-03-04,193.12,1.411288,3.412716
1990-03-11,193.1,0.0031096162,10.812968
1990-03-18,193.06,0.0,10.377387
1990-03-25,193.02,3.5522485,2.2114437
1990-04-01,193.01,0.0,10.128231
1990-04-08,192.99,0.29527336,1.8901258
1990-04-15,192.99,3.2244642,4.4099345
1990-04-22,193.0,1.315179,10.076138
1990-04-29,193.04,0.0,10.193877
1990-05-06,193.01,0.0,17.689526
1990-05-13,193.0,0.40701935,10.086161
1990-05-20,192.97,0.0,13.004192
1990-05-27,192.97,0.0,10.145855
1990-06-03,192.91,8.39366,12.878673
1990-06-10,192.95,42.090652,10.362861
1990-06-17,192.93,0.0,14.078425
1990-06-24,192.92,0.00026706903,13.589075
1990-07-01,192.92,1.7210069,14.222658
1990-07-08,192.97,0.31111076,16.480661
1990-07-15,192.94,0.0,16.171526
1990-07-22,192.94,0.0,14.194286
1990-07-29,192.93,0.31059116,17.725342
1990-08-05,192.93,0.003295405,21.182436
1990-08-12,192.93,0.0,22.136768
1990-08-19,192.94,3.1677353,14.7193165
1990-08-26,192.95,0.0039673615,16.830667
1990-09-02,192.97,5.813146,14.198585
1990-09-09,192.97,7.106551,10.807531
1990-09-16,192.97,0.0,9.204296
1990-09-23,192.98,7.0102453,9.97695
1990-09-30,192.93,6.9490643,15.211897
1990-10-07,192.98,1.1886165,9.516783
1990-10-14,192.98,0.0,15.694809
1990-10-21,192.97,0.002878002,3.8872736
1990-10-28,192.97,18.08958,9.062008
1990-11-04,192.99,12.0849,0.97623277
1990-11-11,192.99,1.9123461,7.839487
1990-11-18,193.11,10.2270355,5.0238705
1990-11-25,193.07,0.29137784,1.4613651
1990-12-02,193.05,1.3776525,2.2314343
1990-12-09,193.03,0.015289837,-2.4376955
1990-12-16,193.04,0.6680057,-1.9157914
1990-12-23,193.06,0.05752974,3.8004205
1990-12-30,193.06,0.009698695,4.5067973
1991-01-06,193.1,0.050262824,3.4080625
1991-01-13,193.1,0.1626341,-1.0842996
1991-01-20,193.08,1.6862721,-0.13776463
1991-01-27,193.02,0.0059505072,-0.18421046
1991-02-03,193.01,0.0,-8.578254
1991-02-10,193.01,3.6177797,-4.7450166
1991-02-17,193.01,0.077150755,-2.9618297
1991-02-24,193.01,0.0,7.157704
1991-03-03,193.0,0.0,4.7377186
1991-03-10,192.99,0.00063754467,8.219824
1991-03-17,192.99,0.0,11.230625
1991-03-24,193.03,0.58861697,5.7976785
1991-03-31,192.99,0.051950004,2.3844147
1991-04-07,193.0,4.1923704,6.713245
1991-04-14,193.0,0.0,11.037935
1991-04-21,192.98,0.20444658,0.11117412
1991-04-28,192.98,2.5036812,8.04908
1991-05-05,192.98,0.008036884,6.773085
1991-05-12,192.97,0.1364749,7.3801475
1991-05-19,192.97,0.0073168925,8.695531
1991-05-26,192.97,0.039823916,9.137685
1991-06-02,192.97,0.03223014,11.0446005
1991-06-09,192.97,5.96458,13.985632
1991-06-16,192.97,0.00092324585,11.304633
1991-06-23,192.97,1.0502349,16.964426
1991-06-30,192.98,2.4410524,14.325383
1991-07-07,193.0,0.0,22.858961
1991-07-14,193.01,2.8762674,15.920532
1991-07-21,193.0,0.048053324,15.28744
1991-07-28,192.99,0.0,18.494843
1991-08-04,192.97,0.0,17.836714
1991-08-11,192.97,5.3680496,18.493546
1991-08-18,192.97,2.4216833,13.1231985
1991-08-25,192.97,0.0,14.187925
1991-09-01,192.97,0.0,18.182207
1991-09-08,192.97,0.43061647,12.537026
1991-09-15,192.97,0.18746024,16.57177
1991-09-22,192.97,17.361258,14.760651
1991-09-29,192.97,0.017469117,12.218794
1991-10-06,192.97,4.635975,12.105821
1991-10-13,192.97,1.8738616,11.210018
1991-10-20,192.97,0.39943925,1.1304898
1991-10-27,192.98,0.0,2.268595
1991-11-03,192.99,14.939377,9.403333
